"Monster","CR","Monster_STR","STR_Mod","Monster_DEX","DEX_Mod","Monster_CON","CON_Mod","Monster_INT","INT_Mod","Monster_WIS","WIS_Mod","Monster_CHA","CHA_Mod","Stats.1","Stats.2","Stats_3","Stats_4","Stats_5","Stats_6","Stats_7"
"Illithilich",22,11,0,16,3,16,3,20,5,14,2,16,3,"Saving Throws Con +10, Int +12, Wis +9","Skills Arcana +18, History +12, Insight +9, Perception +9","Damage Resistances cold, lightning, necrotic","Damage Immunities poison; bludgeoning, piercing, and slashing from nonmagical weapons","Condition Immunities charmed, exhaustion, frightened, paralyzed, poisoned","Senses truesight 120 ft.","Languages Deep Speech, Undercommon, telepathy 120 ft."
"Illusionist",3,9,-1,14,2,13,1,16,3,11,0,12,1,"Saving Throws Int +5, Wis +2","Skills Arcana +5, History +5","Languages any four languages",NA,NA,NA,NA
"Imix",19,19,4,24,7,22,6,15,2,16,3,23,6,"Saving Throws Dex +14, Con +13, Cha +13","Damage Resistances bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities fire, poison","Condition Immunities charmed, frightened, paralyzed, petrified, poisoned, prone, restrained","Senses blindsight 120 ft.","Languages Common, Ignan",NA
"Imp",1,6,-2,17,3,13,1,11,0,12,1,14,2,"Skills Deception +4, Insight +3, Persuasion +4, Stealth +5","Damage Resistances cold; bludgeoning, piercing, and slashing from nonmagical/nonsilver weapons","Damage Immunities fire, poison","Condition Immunities poisoned","Senses darkvision 120 ft.","Languages Infernal, Common",NA
"Intellect Devourer",2,6,-2,14,2,13,1,12,1,11,0,10,0,"Skills Perception +2, Stealth +4","Damage Resistances bludgeoning, piercing, and slashing from nonmagical weapons","Condition Immunities blinded","Senses blindsight 60 ft. (blind beyond this radius)","Languages understands Deep Speech but can't speak, telepathy 60 ft.",NA,NA
"Invisible Stalker",6,16,3,19,4,14,2,10,0,15,2,11,0,"Skills Perception +8, Stealth +10","Damage Resistances bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities poison","Condition Immunities exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","Senses darkvision 60 ft.","Languages Auran, understands Common but doesn't speak it",NA
"Iron Golem",16,24,7,9,-1,20,5,3,-4,11,0,1,-5,"Damage Immunities fire, poison, psychic, bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","Condition Immunities charmed, exhaustion, frightened, paralyzed, petrified, poisoned","Senses darkvision 120 ft.","Languages understands the languages of its creator but can't speak",NA,NA,NA
"Ixitxachitl",0.25,12,1,16,3,13,1,12,1,13,1,7,-2,"Senses darkvision 60 ft.","Languages Abyssal, Ixitxachitl",NA,NA,"Reactions",NA,NA
"Ixitxachitl Cleric",0.25,12,1,16,3,13,1,12,1,13,1,7,-2,"Senses darkvision 60 ft.","Languages Abyssal, Ixitxachitl",NA,NA,"Reactions",NA,NA
"Iymrith, Ancient Blue Dragon",23,29,9,10,0,27,8,18,4,17,3,21,5,"Saving Throws Dex +7, Con +15, Wis +10, Cha +12","Skills Perception +17, Stealth +7","Damage Immunities lightning","Senses blindsight 60 ft., darkvision 120 ft.","Languages Common, Draconic, Giant, Terran",NA,NA
"Izek Strazni",5,18,4,15,2,16,3,10,0,9,-1,15,2,"Skills Intimidation +8, Perception +2","Languages Common",NA,NA,NA,NA,NA
"Jackal",0,8,-1,15,2,11,0,3,-4,12,1,6,-2,"Skills Perception +3",NA,NA,NA,NA,NA,NA
"Jackalwere",0.5,11,0,15,2,11,0,13,1,11,0,10,0,"Skills Deception +4, Perception +2, Stealth +4","Damage Immunities bludgeoning, piercing, and slashing damage from nonmagical weapons that aren't silvered","Languages Common (can't speak in jackal form)",NA,NA,NA,NA
"Jamna Gleamsilver",1,8,-1,17,3,14,2,15,2,10,0,12,1,"Saving Throws Dex +5, Int +4","Skills Acrobatics +5, Deception +3, Insight +2, Perception +4, Persuasion +3, Stealth +7","Senses darkvision 60 ft.","Languages Common, Gnomish, Goblin, Sylvan",NA,NA,NA
"Juiblex",23,24,7,10,0,23,6,20,5,20,5,16,3,"Saving Throws Dex +7, Con +13, Wis +12","Skills Perception +12","Damage Resistances cold, fire, lightning","Damage Immunities poison; bludgeoning, piercing, and slashing that is nonmagical","Condition Immunities blinded, charmed, deafened, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained, stunned, unconscious","Senses truesight 120 ft.","Languages all, telepathy 120 ft."
"Kalka-Kylla",3,17,3,12,1,16,3,15,2,16,3,12,1,"Skills Deception +3, Insight +5, Stealth +3","Senses blindsight 30 ft.","Languages Olman",NA,NA,NA,NA
"Kelpie",4,14,2,14,2,16,3,7,-2,12,1,10,0,"Skills Perception +3, Stealth +4","Damage Resistances bludgeoning, fire, piercing","Condition Immunities blinded, deafened, exhaustion","Senses blindsight 60 ft.","Languages Common, Sylvan",NA,NA
"Kenku",0.25,10,0,16,3,10,0,11,0,10,0,10,0,"Skills Deception +4, Perception +2, Stealth +5","Languages understands Auran and Common but speaks only through the use of its Mimicry trait",NA,NA,NA,NA,NA
"Ki-rin",12,21,5,16,3,16,3,19,4,20,5,20,5,"Skills Insight +9, Perception +9, Religion +8","Damage Immunities poison","Condition Immunities poisoned","Senses blindsight 30 ft., darkvision 120 ft.","Languages all, telepathy 120 ft.",NA,NA
"Killer Whale",3,19,4,10,0,13,1,3,-4,12,1,7,-2,"Skills Perception +3","Senses blindsight 120 ft.",NA,NA,NA,NA,NA
"Knight",3,16,3,11,0,14,2,11,0,11,0,15,2,"Saving Throws Con +4, Wis +2","Languages any one language (usually Common)",NA,NA,"Reactions",NA,NA
"Kobold",0.125,7,-2,15,2,9,-1,8,-1,7,-2,8,-1,"Senses darkvision 60 ft.","Languages Common, Draconic",NA,NA,NA,NA,NA
"Kobold Dragonshield",1,12,1,15,2,14,2,8,-1,9,-1,10,0,"Skills Perception +1","Senses darkvision 60 ft.","Languages Common, Draconic",NA,NA,NA,NA
"Kobold Inventor",0.25,7,-2,15,2,12,1,8,-1,7,-2,8,-1,"Skills Perception +0","Senses darkvision 60 ft.","Languages Common, Draconic",NA,NA,NA,NA
"Kobold Scale Sorcerer",1,7,-2,15,2,14,2,10,0,9,-1,14,2,"Skills Arcana +2, Medicine +1","Senses darkvision 60 ft.","Languages Common, Draconic",NA,NA,NA,NA
"Korred",7,23,6,14,2,20,5,10,0,15,2,9,-1,"Skills Athletics +9, Perception +5, Stealth +5","Damage Resistances bludgeoning, piercing, and slashing from nonmagical attacks","Senses darkvision 120 ft., tremorsense 120 ft.","Languages Dwarvish, Gnomish, Sylvan, Terran, Undercommon",NA,"A rope of korred hair has AC 20 and 20 hit points. It regains 1 hit point at the start of each of the korred's turns while it has at least 1 hit point and the korred is alive. If the rope drops to 0 hit points, it is destroyed.",NA
"Kraken",23,30,10,11,0,25,7,22,6,18,4,20,5,"Saving Throws Str +17, Dex +7, Con +14, Int +13, Wis +11","Damage Immunities lightning, bludgeoning, piercing, and slashing from nonmagical weapons","Condition Immunities frightened, paralyzed","Senses truesight 120 ft.","Languages understands Abyssal, Celestial, Infernal, and Primordial but can't speak, telepathy 120 ft.",NA,NA
"Kraken Priest",5,12,1,10,0,16,3,10,0,15,2,14,2,"Skills Perception +5","Damage Resistances bludgeoning, piercing, and slashing from nonmagical attacks","Languages any two languages",NA,NA,NA,NA
"Kuo-Toa",0.25,13,1,10,0,11,0,11,0,10,0,8,-1,"Skills Perception +4","Senses darkvision 120 ft.","Languages Undercommon",NA,NA,"Reactions",NA
"Kuo-Toa Archpriest",6,16,3,14,2,16,3,13,1,16,3,14,2,"Skills Perception +9, Religion +6","Senses darkvision 120 ft.","Languages Undercommon",NA,NA,NA,NA
"Kuo-Toa Monitor",2,14,2,10,0,14,2,12,1,14,2,11,0,"Skills Perception +6, Religion +4","Senses darkvision 120 ft.","Languages Undercommon",NA,NA,NA,NA
"Kuo-Toa Whip",1,14,2,10,0,14,2,12,1,14,2,11,0,"Skills Perception +6, Religion +4","Senses darkvision 120 ft.","Languages Undercommon",NA,NA,NA,NA
"Lamia",4,16,3,13,1,15,2,14,2,15,2,16,3,"Skills Deception +7, Insight +4, Stealth +3","Senses darkvision 60 ft.","Languages Abyssal, Common",NA,NA,NA,NA
"Langdedrosa Cyanwrath",4,19,4,13,1,16,3,10,0,14,2,12,1,"Saving Throws Str +6, Con +5","Skills Athletics +6, Intimidation +3, Perception +4","Damage Resistances lightning","Senses blindsight 10 ft., darkvision 60 ft.","Languages Common, Draconic",NA,NA
"Lemure",0,10,0,5,-3,11,0,1,-5,11,0,3,-4,"Damage Resistances cold","Damage Immunities fire, poison","Condition Immunities charmed, frightened, poisoned","Senses darkvision 120 ft.","Languages understands infernal but can't speak",NA,NA
"Leucrotta",3,18,4,14,2,15,2,9,-1,12,1,6,-2,"Skills Deception +2, Perception +3","Senses darkvision 60 ft.","Languages Abyssal, Gnoll",NA,NA,NA,NA
"Lich",21,11,0,16,3,16,3,20,5,14,2,16,3,"Saving Throws Con +10, Int +12, Wis +9","Skills Arcana +18, History +12, Insight +9, Perception +9","Damage Resistances cold, lightning, necrotic","Damage Immunities poison, bludgeoning, piercing, and slashing from nonmagical weapons","Condition Immunities charmed, exhaustion, frightened, paralyzed, poisoned","Senses truesight 120 ft.","Languages Common plus up to five other languages"
"Lifferlas",0,19,4,6,-2,15,2,10,0,10,0,7,-2,"Damage Vulnerabilities fire","Damage Resistances blugdeoning, piercing","Languages Common",NA,NA,NA,NA
"Lion",1,17,3,15,2,13,1,3,-4,12,1,8,-1,"Skills Perception +3, Stealth +6",NA,NA,NA,NA,NA,NA
"Lizard",0,2,-4,11,0,10,0,1,-5,8,-1,3,-4,"Senses darkvision 30 ft.",NA,NA,NA,NA,NA,NA
"Lizard King/Queen",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lizardfolk",0.5,15,2,10,0,13,1,7,-2,12,1,7,-2,"Skills Perception +3, Stealth +4, Survival +5","Languages Draconic",NA,NA,NA,NA,NA
"Lizardfolk Shaman",2,15,2,10,0,13,1,10,0,15,2,8,-1,"Skills Perception +4, Stealth +4, Survival +6","Languages Draconic",NA,NA,NA,NA,NA
"Madam Eva",10,8,-1,11,0,12,1,17,3,20,5,18,4,"Saving Throws Con +5","Skills Arcana +7, Deception +8, Insight +13, Intimidation +8, Perception +9, Religion +7","Languages Abyssal, Common, Elvish, Infernal",NA,NA,NA,NA
"Maegera the Dawn Titan",23,21,5,22,6,20,5,10,0,10,0,19,4,"Saving Throws Con +12, Wis +7, Cha +11","Damage Resistances bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities fire, poison","Condition Immunities charmed, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained","Senses blindsight 120 ft.","Languages Ignan",NA
"Mage",6,9,-1,14,2,11,0,17,3,12,1,11,0,"Saving Throws Int +6, Wis +4","Skills Arcana +6, History +6","Languages any four languages",NA,NA,NA,NA
"Magma Mephit",0.5,8,-1,12,1,12,1,7,-2,10,0,10,0,"Skills Stealth +3","Damage Vulnerabilities cold","Damage Immunities fire, poison","Condition Immunities poisoned","Senses darkvision 60 ft.","Languages Ignan, Terran",NA
"Magmin",0.5,7,-2,15,2,12,1,8,-1,11,0,10,0,"Damage Resistances bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities fire","Senses darkvision 60 ft.","Languages Ignan",NA,NA,NA
"Male Steeder",0.25,15,2,12,1,14,2,2,-4,10,0,3,-4,"Skills Stealth +5","Senses darkvision 120 ft.","Languages -",NA,NA,NA,NA
"Malformed Kraken",10,25,7,11,0,20,5,11,0,15,2,15,2,"Saving Throws Str +11, Con +9, Int +4, Wis +6, Cha +6","Damage Resistances bludgeoning, piercing, and slashing from nonmagical attacks","Damage Immunities lightning","Condition Immunities frightened, paralyzed","Senses truesight 60 ft.","Languages understands Common but can't speak; telepathy 60 ft.",NA
"Mammoth",6,24,7,9,-1,21,5,3,-4,11,0,6,-2,NA,NA,NA,NA,NA,NA,NA
"Manes",0.125,10,0,9,-1,13,1,3,-4,8,-1,4,-3,"Damage Resistances cold, fire, lightning","Damage Immunities poison","Condition Immunities charmed, frightened, poisoned","Senses darkvision 60 ft.","Languages understands Abyssal but can't speak",NA,NA
"Manticore",3,17,3,16,3,17,3,7,-2,12,1,8,-1,"Senses darkvision 60 ft.",NA,NA,NA,NA,NA,NA
"Marid",11,22,6,12,1,26,8,18,4,17,3,18,4,"Saving Throws Dex +5, Wis +7, Cha +8","Damage Resistances acid, cold, lightning","Senses blindsight 30 ft., darkvision 120 ft.","Languages Aquan",NA,NA,NA
"Marilith",16,18,4,20,5,20,5,18,4,16,3,20,5,"Saving Throws Str +9, Con +10, Wis +8, Cha +10","Damage Resistances cold, fire, lightning, bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities poison","Condition Immunities poisoned","Senses truesight 120 ft.","Languages Abyssal, telepathy 120 ft.",NA
"Markham Southwell",0,15,2,13,1,14,2,11,0,16,3,14,2,"Skills Perception +5, Survival +5","Languages Common",NA,NA,NA,NA,NA
"Marlos Urnrayle",8,17,3,11,0,18,4,12,1,13,1,17,3,"Skills Arcana +4, Deception +6, Perception +4","Damage Resistances acid","Senses darkvision 60 ft., tremorsense 60 ft.","Languages Common, Terran",NA,NA,NA
"Martial Arts Adept",3,11,0,17,3,13,1,11,0,16,3,10,0,"Skills Acrobatics +5, Insight +5, Stealth +5","Languages any one language (usually Common)",NA,NA,"Reactions",NA,NA
"Master Thief",5,11,0,18,4,14,2,11,0,11,0,12,1,"Saving Throws Dex +7, Int +3","Skills Acrobatics +7, Athletics +3, Perception +3, Sleight of Hand +7, Stealth +7","Languages any one language (usually Common) plus thieves' cant",NA,NA,"Reactions",NA
"Mastiff",0.125,13,1,14,2,12,1,3,-4,12,1,7,-2,"Skills Perception +3",NA,NA,NA,NA,NA,NA
"Maw Demon",1,14,2,8,-1,13,1,5,-3,8,-1,5,-3,"Damage Resistances cold, fire, lightning","Damage Immunities poison","Condition Immunities charmed, frightened, poisoned","Senses darkvision 60 ft.","Languages understands Abyssal but can't speak",NA,NA
"Medusa",6,10,0,15,2,16,3,12,1,13,1,15,2,"Skills Deception +5, Insight +4, Perception +4, Stealth +5","Senses darkvision 60 ft.","Languages Common",NA,NA,NA,NA
"Meenlock",2,7,-2,15,2,12,1,11,0,10,0,8,-1,"Skills Perception +4, Stealth +6, Survival +2","Condition Immunities frightened","Senses darkvision 120 ft.","Languages telepathy 120 ft.",NA,NA,NA
"Merfolk",0.125,10,0,13,1,12,1,11,0,11,0,12,1,"Skills Perception +2","Languages Aquan, Common",NA,NA,NA,NA,NA
"Merrow",2,18,4,10,0,15,2,8,-1,10,0,9,-1,"Senses darkvision 60 ft.","Languages Abyssal, Aquan",NA,NA,NA,NA,NA
"Mezzoloth",5,18,4,11,0,16,3,7,-2,10,0,11,0,"Skills Perception +3","Damage Resistances cold, fire, lightning, bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities acid, poison","Condition Immunities poisoned","Senses blindsight 60 ft., darkvision 60 ft.","Languages Abyssal, Infernal, telepathy 60 ft.",NA
"Mimic",2,17,3,12,1,15,2,5,-3,13,1,8,-1,"Skills Stealth +5","Damage Immunities acid","Condition Immunities prone","Senses darkvision 60 ft.",NA,NA,NA
"Mind Flayer",7,11,0,12,1,12,1,19,4,17,3,17,3,"Saving Throws Int +7, Wis +6, Cha +6","Skills Arcana +7, Deception +6, Insight +6, Perception +6, Persuasion +6, Stealth +4","Senses darkvision 120 ft.","Languages Deep Speech, Undercommon, telepathy 120 ft.",NA,NA,NA
"Mind Flayer Arcanist",8,11,0,12,1,12,1,19,4,17,3,17,3,"Saving Throws Int +7, Wis +6, Cha +6","Skills Arcana +7, Deception +6, Insight +6, Perception +6, Persuasion +6, Stealth +4","Senses darkvision 120 ft.","Languages Deep Speech, Undercommon, telepathy 120 ft.",NA,NA,NA
"Mind Flayer Psion",8,11,0,12,1,12,1,19,4,17,3,17,3,"Saving Throws Int +7, Wis +6, Cha +6","Skills Arcana +7, Deception +6, Insight +6, Perception +6, Persuasion +6, Stealth +4","Senses darkvision 120 ft.","Languages Deep Speech, Undercommon, telepathy 120 ft.",NA,NA,NA
"Mindwitness",5,10,0,14,2,14,2,15,2,15,2,10,0,"Saving Throws Int +5, Wis +5","Skills Perception +8","Condition Immunities prone","Senses darkvision 120 ft.","Languages Deep Speech, Undercommon, telepathy 600 ft.",NA,NA
"Minotaur",3,18,4,11,0,16,3,6,-2,16,3,9,-1,"Skills Perception +7","Senses darkvision 60 ft.","Languages Abyssal",NA,NA,NA,NA
"Minotaur Skeleton",2,18,4,11,0,15,2,6,-2,8,-1,5,-3,"Damage Vulnerabilities bludgeoning","Damage Immunities poison","Condition Immunities exhaustion, poisoned","Senses darkvision 60 ft.","Languages understands Abyssal but can't speak",NA,NA
"Miraj Vizann",6,12,1,10,0,17,3,13,1,11,0,18,4,"Skills Arcana +4, Deception +7","Languages Common, Primordial",NA,NA,NA,NA,NA
"Miros Xelbrin",0,16,3,10,0,15,2,11,0,12,1,14,2,"Skills Intimidation +4, Perception +3","Languages Common",NA,NA,NA,NA,NA
"Mongrelfolk",0.25,12,1,9,-1,15,2,9,-1,10,0,6,-2,"Skills Deception +2, Perception +2, Stealth +3","Languages Common",NA,NA,NA,NA,NA
"Monodrone",0.125,10,0,13,1,12,1,4,-3,10,0,5,-3,"Senses truesight 120 ft.","Languages Modron",NA,NA,NA,NA,NA
"Morkoth",11,14,2,14,2,14,2,20,5,15,2,13,1,"Saving Throws Dex +6, Int +9, Wis +6","Skills Arcana +9, History +9, Perception +10, Stealth +6","Damage Resistances bludgeoning, piercing, and slashing from nonmagical attacks","Senses blindsight 30 ft., darkvision 120 ft.","Languages telepathy 120 ft.",NA,NA
"Mormesk the Wraith",3,6,-2,16,3,16,3,12,1,14,2,15,2,"Damage Resistances acid, cold, fire, lightning, thunder, bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","Damage Immunities necrotic, poison","Condition Immunities charmed, grappled, paralyzed, petrified, poisoned, prone, restrained","Senses darkvision 60 ft.","Languages Common, Infernal",NA,NA
"Mouth of Grolantor",6,21,5,10,0,18,4,5,-3,7,-2,5,-3,"Skills Perception +1","Condition Immunities frightened","Languages Giant",NA,"On each of its turns, the giant uses all its movement to move toward the nearest creature or whatever else it might perceive as food. Roll a d10 at the start of each of the giant's turns to determine its action for that turn:",NA,NA
"Mud Mephit",0.25,8,-1,12,1,12,1,9,-1,11,0,7,-2,"Skills Stealth +3","Damage Immunities poison","Condition Immunities poisoned","Senses darkvision 60 ft.","Languages Aquan, Terran",NA,NA
"Mule",0.125,14,2,10,0,13,1,2,-4,10,0,5,-3,NA,NA,NA,NA,NA,NA,NA
"Mummy",3,16,3,8,-1,15,2,6,-2,10,0,12,1,"Saving Throws Wis +2","Damage Vulnerabilities fire","Damage Immunities bludgeoning, piercing, and slashing from nonmagical weapons","Condition Immunities necrotic, poisoned","Senses darkvision 60 ft.","Languages the languages it knew in life",NA
"Mummy Lord",15,18,4,10,0,17,3,11,0,18,4,16,3,"Saving Throws Con +8, Int +5, Wis +9, Cha +8","Skills History +5, Religion +5","Damage Vulnerabilities bludgeoning","Damage Immunities necrotic, poison, bludgeoning, piercing, and slashing from nonmagical weapons","Condition Immunities charmed, exhaustion, frightened, paralyzed, poisoned","Senses darkvision 60 ft.","Languages the languages it knew in life"
"Myconid Adult",0.5,10,0,10,0,12,1,10,0,13,1,7,-2,"Senses darkvision 120 ft.",NA,NA,NA,NA,NA,NA
"Myconid Sovereign",2,12,1,10,0,14,2,13,1,15,2,10,0,"Senses darkvision 120 ft.",NA,NA,NA,NA,NA,NA
"Myconid Sprout",0,8,-1,10,0,10,0,8,-1,11,0,5,-3,"Senses darkvision 120 ft.",NA,NA,NA,NA,NA,NA
"Naergoth Bladelord",11,20,5,12,1,16,3,12,1,14,2,16,3,"Saving Throws Dex +5, Wis +4","Skills Perception +6, Stealth +5","Damage Resistances necrotic; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","Damage Immunities poison","Condition Immunities exhaustion, poisoned","Senses darkvision 60 ft.","Languages Common, Draconic"
"Nalfeshnee",13,21,5,10,0,22,6,19,4,12,1,15,2,"Saving Throws Con +11, Int +9, Wis +6, Cha +7","Damage Resistances cold, fire, lightning, bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities poison","Condition Immunities poisoned","Senses truesight 120 ft.","Languages Abyssal, telepathy 120 ft.",NA
"Narrak",2,9,-1,14,2,13,1,14,2,5,-3,16,3,"Skills Arcana +4, Stealth +4","Senses darkvision 120 ft.","Languages Dwarvish, Undercommon",NA,NA,"Reactions",NA
"Narth Tezrin",0,10,0,15,2,10,0,12,1,14,2,16,3,"Skills Insight +4, Investigation +3, Perception +6, Persuasion +5","Languages Common, Dwarvish",NA,NA,NA,NA,NA
"Naxene Drathkala",0,8,-1,11,0,11,0,17,3,12,1,11,0,"Skills Arcana +5, History +5","Languages Common, Draconic, Dwarvish, Elvish",NA,NA,NA,NA,NA
"Necromancer",9,9,-1,14,2,12,1,17,3,12,1,11,0,"Saving Throws Int +7, Wis +5","Skills Arcana +7, History +7","Damage Resistances necrotic","Languages any four languages",NA,NA,NA
"Needle Blight",0.25,12,1,12,1,13,1,4,-3,8,-1,3,-4,"Condition Immunities blinded, deafened","Senses blindsight 60 ft. (blind beyond this radius)","Languages understands Common but can't speak",NA,NA,NA,NA
"Neogi",3,6,-2,16,3,14,2,13,1,12,1,15,2,"Skills Intimidation +4, Perception +3","Senses darkvision 60 ft.","Languages Common, Deep Speech, Undercommon",NA,NA,NA,NA
"Neogi Hatchling",0.125,3,-4,13,1,10,0,6,-2,10,0,9,-1,"Senses darkvision 60 ft.",NA,NA,NA,NA,NA,NA
"Neogi Master",4,6,-2,16,3,14,2,16,3,12,1,18,4,"Saving Throws Wis +3","Skills Arcana +5, Deception +6, Intimidation +6, Perception +3, Persuasion +6","Senses darkvision 120 ft. (penetrates magical darkness)","Languages Common, Deep Speech, Undercommon, telepathy 30 ft.",NA,NA,NA
"Neothelid",13,27,8,7,-2,21,5,3,-4,16,3,12,1,"Saving Throws Int +1, Wis +8, Cha +6","Senses blindsight 120 ft.",NA,NA,"If the neothelid takes 30 damage or more on a single turn from a creature inside it, the neothelid must succeed on a DC 18 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures, which fall prone in a space within 10 feet of the neothelid. If the neothelid dies, a swallowed creature is no longer restrained by it and can escape from the corpse by using 20 feet of movement, exiting prone.",NA,NA
"Nereid",2,10,0,17,3,12,1,13,1,14,2,16,3,"Senses darkvision 60 ft.","Languages Aquan, Common, Elvish, Sylvan",NA,NA,NA,NA,NA
"Neronvain",9,8,-1,17,3,15,2,16,3,13,1,18,4,"Saving Throws Con +6, Wis +5","Skills Arcana +7, Perception +5","Damage Immunities poison","Condition Immunities charmed, frightened, poisoned","Senses darkvision 60 ft.","Languages Common, Draconic, Elvish, Infernal",NA
"Nezznar the Black Spider",2,9,-1,13,1,10,0,16,3,14,2,13,1,"Saving Throws Int +5, Wis +4","Skills Arcana +5, Perception +4, Stealth +3","Senses darkvision 120 ft.","Languages Elvish, Undercommon",NA,NA,NA
"Night Hag",5,18,4,15,2,16,3,16,3,14,2,16,3,"Skills Deception +7, Insight +6, Perception +6, Stealth +6","Damage Resistances cold, fire, bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","Condition Immunities charmed","Senses darkvision 120 ft.","Languages Abyssal, Common, Infernal, Primordial",NA,NA
"Nightmare",3,18,4,15,2,16,3,10,0,13,1,15,2,"Damage Immunities fire","Languages understands Abyssal, Common, and Infernal but can't speak",NA,NA,NA,NA,NA
"Nilbog",1,8,-1,14,2,10,0,10,0,8,-1,15,2,"Skills Stealth +6","Senses darkvision 60 ft.","Languages Common, Goblin",NA,NA,"Reactions",NA
"Noble",0.125,11,0,12,1,11,0,12,1,14,2,16,3,"Skills Deception +5, Insight +4, Persuasion +5","Languages any two languages",NA,NA,"Reactions",NA,NA
"Nothic",2,14,2,16,3,16,3,13,1,10,0,8,-1,"Skills Arcana +3, Insight +4, Perception +2, Stealth +5","Senses truesight 120 ft.","Languages Undercommon",NA,NA,NA,NA
"Nycaloth",9,20,5,11,0,19,4,12,1,10,0,15,2,"Skills Intimidation +6, Perception +4, Stealth +4","Damage Resistances cold, fire, lightning, bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities acid, poison","Condition Immunities poisoned","Senses blindsight 60 ft., darkvision 60 ft.","Languages Abyssal, Infernal, telepathy 60 ft.",NA
"Ochre Jelly",2,15,2,6,-2,14,2,2,-4,6,-2,1,-5,"Damage Resistances acid","Damage Immunities lightning, slashing","Condition Immunities blinded, charmed, deafened, exhaustion, frightened, prone","Senses blindsight 60 ft. (blind beyond this radius)",NA,NA,"Reactions"
"Octopus",0,4,-3,15,2,11,0,3,-4,10,0,4,-3,"Skills Perception +2, Stealth +4","Senses darkvision 30 ft.",NA,NA,NA,NA,NA
"Ogre",2,19,4,8,-1,16,3,5,-3,7,-2,7,-2,"Senses darkvision 60 ft.","Languages Common, Giant",NA,NA,NA,NA,NA
"Ogre Zombie",2,19,4,6,-2,18,4,3,-4,6,-2,5,-3,"Saving Throws Wis +0","Damage Immunities poison","Condition Immunities poisoned","Senses darkvision 60 ft.","Languages understands Common and Giant but can't speak",NA,NA
"Ogremoch",20,26,8,11,0,28,9,11,0,15,2,22,6,"Saving Throws Str +14, Con +15, Wis +8","Damage Resistances bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities poison","Condition Immunities charmed, frightened, paralyzed, petrified, poisoned, prone","Senses blindsight 120 ft., tremorsense 120 ft.","Languages Common, Terran",NA
"Olhydra",18,21,5,22,6,24,7,17,3,18,4,23,6,"Saving Throws Str +11, Con +13, Wis +10","Damage Resistances lightning; bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities acid, cold, poison","Condition Immunities charmed, frightened, paralyzed, petrified, poisoned, prone, restrained","Senses blindsight 120 ft.","Languages Aquan",NA
"One-Eyed Shiver",3,10,0,14,2,12,1,13,1,13,1,17,3,"Skills Arcana +3, Perception +3, Intimidation +5","Damage Immunities cold","Languages Common",NA,NA,NA,NA
"Oni",7,19,4,11,0,16,3,14,2,12,1,15,2,"Saving Throws Dex +3, Con +6, Wis +4, Cha +5","Skills Arcana +5, Deception +8, Perception +4","Senses darkvision 60 ft.","Languages Common, Giant",NA,NA,NA
"Ooze Master",10,16,3,1,-5,20,5,17,3,10,0,16,3,"Saving Throws Int +7, Wis +4","Skills Arcana +7, Insight +4","Damage Resistances lightning, necrotic; bludgeoning, piercing, and slashing from nonmagical attacks","Damage Immunities acid, cold, poison","Condition Immunities blinded, charmed, deafened, exhaustion, frightened, paralyzed, poisoned, prone","Senses blindsight 120 ft.","Languages Common, Primordial, Thayan"
"Orc",0.5,16,3,12,1,16,3,7,-2,11,0,10,0,"Skills Intimidation +2","Senses darkvision 60 ft.","Languages Common, Orc",NA,NA,NA,NA
"Orc Blade of Ilneval",4,17,3,11,0,17,3,10,0,12,1,14,2,"Saving Throws Wis +3","Skills Insight +3, Intimidation +4, Perception +3","Senses darkvision 60 ft.","Languages Common, Orc",NA,NA,NA
"Orc Claw of Luthic",2,14,2,15,2,16,3,10,0,15,2,11,0,"Skills Intimidation +2, Medicine +4, Survival +4","Senses darkvision 60 ft.","Languages Common, Orc",NA,NA,NA,NA
"Orc Eye of Gruumsh",2,16,3,12,1,17,3,9,-1,13,1,12,1,"Skills Intimidation +3, Religion +1","Senses darkvision 60 ft.","Languages Common, Orc",NA,NA,NA,NA
